lodging_id;lodging_code;lodging_name;latitude;longitude;state
242;0x89e8bcc3d6024ce9:0x4f87de57ff3ced58;Forever Bungalows;40.9916927;-72.2666567;NY
243;0x89d87e999878b791:0xb12ec02904de1ec1;IHG Army Hotels Fort Drum Inn;44.035703;-75.786215;NY
244;0x89dcc82b0ef5d8ff:0xcd198948b65e9a7d;The Sullivan Event Center;41.623656;-74.5912791;NY
245;0x89c2f6175614170d:0x971f716f464b1d23;New Ebony Hotel;40.8004194;-73.95405099999999;NY
246;0x89dcf8f985e7d3e5:0xc42b60447ff367f4;Menla Retreat and Dewa Spa;42.0677379;-74.3709188;NY
247;0x89d3125796e4f163:0xe22371ed89ded0d7;Holiday Inn Buffalo-Downtown;42.9010884;-78.8739514;NY
248;0x865cffff432c343d:0x581905d7ba87d2e2;Shady Oaks RV Park;29.15345;-98.484184;TX
249;0x864721ea71232e53:0x10b74df4110d5341;Xanadu Salon and Spa;30.3863585;-95.666543;TX
250;0x8640bfeb782384ab:0x2b855859e2ca69c2;Summit Inn and Suites;29.7002015;-95.377699;TX
251;0x865c58c1b6f2cb77:0x41444dbe7c73e9d9;Budget Lodge Inn & Mini-Suites;29.402753;-98.5091717;TX
252;0x86685fc529020413:0x34ee917b8da8d217;Harbor Inn Bayfront;27.7951288;-97.3919966;TX
253;0x864739688ae51ba3:0xd67c258b1d71ef9b;Americas Best Value Inn Conroe;30.2957455;-95.466147;TX
254;0x8640cd30b20999db:0x24b3ed1b3fc43eea;Howard Johnson by Wyndham Willowbrook;29.9692671;-95.5611178;TX
255;0x8636f7a052f29b0f:0x9c5bb0e712ea8746;Super 8 Marshall TX;32.4866184;-94.3590729;TX
256;0x8644ce58f35d2b25:0x91b0d57bfa9a50db;Austin Suites Hotel;30.3457515;-97.6972012;TX
257;0x864e9bce4fcab2cb:0x5136d81c6aa20cd4;Galaxy Inn Dallas;32.7651082;-96.8477592;TX
258;0x865be2ee4c23ffc1:0x5c210296825966fa;Take It Easy RV Resort;30.0564494;-99.1597408;TX
259;0x864e9f28b4b33fb3:0x750f6672b1d98aa2;Dallas Endermologie;32.7925311;-96.7750299;TX
260;0x86466d0dd7884a05:0x9d414a5fbe11fb3d;Hilltop Lakes Welcome Center;31.0768077;-96.2111673;TX
261;0x864d92bebf073501:0x9cc24b328e944305;Crystal Spa & Nails;33.224609;-97.5938449;TX
262;0x8644b7c0faa83e17:0x6d448c3e1390a705;Austin's Original Tiny Home Hotel;30.283982;-97.6360614;TX
263;0x864e7409652c39ef:0xe10ecc257e13033f;Valley Motel;32.7759513;-97.3672714;TX
264;0x864c2be59fe877e5:0xf998a0e237c687d8;Minute Suites DFW Terminal A;32.9024198;-97.0386697;TX
265;0x865c5b5731c8f1d1:0x72fc26323bb583cc;Knights Inn San Antonio/Near Seaworld;29.4096546;-98.650985;TX
266;0x8646839896eaaaab:0x149f2d0c5805172b;Brazos - Proper Texas Kitchen;30.6105351;-96.3433185;TX
267;0x865da7b2345303a7:0xb996273fe8dfdbc6;Grand Eagle Ford Lodge;28.9304552;-98.5256294;TX
268;0x865cf6a0ffbe02b5:0x48c3aaec695f72f5;Studio 6;29.4273039;-98.4156686;TX
269;0x86494fac5e6f4029:0xbc55de7a328b41c3;La Quinta Inn by Wyndham;32.7040649;-96.2766531;TX
270;0x865c422219ab15cb:0x3c63f042a334c929;HCR Resort;29.4768354;-98.7420788;TX
271;0x864e9c67cc50ef9f:0x1b8fddce6125979c;Radisson Hotels & Suites Dallas-Love Field;32.8201134;-96.8678886;TX
272;0x864c23b6ae94f03b:0x8002bb24e73c066a;Days Inn & Suites Plano Medical Center/Dallas;33.0115298;-96.7979364;TX
273;0x8649c8e1b69afb67:0xedb9dfaa2a6bb6b1;Stay Express Inn;32.3810872;-95.3341144;TX
274;0x865ca9b351d4178b:0xf78d6242b7415510;Summit Inn Hotel & Suites;29.891854;-97.915345;TX
275;0x864eeb438ff81cdf:0xd2adaee97b676248;Americas Best Value Inn Red Oak Dallas;32.515783899999995;-96.821029;TX
276;0x8661219c2ac5555b:0xb60dc841c9ec948f;Super 8 Laredo;27.523115;-99.503931;TX
277;0x864eb09e0500e083:0x14776bfaf7d207fa;Golden Inn Motel;32.6639414;-96.578049;TX
278;0x865c8a719706668f:0x44a2a2acc220c6d4;Microtel Inn & Suites by Wyndham San Antonio Airport North;29.580441;-98.475115;TX
279;0x863996fa1a279519:0xf351a26a2510a549;Rayburn Country Resort Golf Course;31.0743751;-94.0259552;TX
280;0x8649c8e05bc359f9:0xd62b21ef408d264d;Motel 6 Tyler Northwest;32.3820369;-95.3324844;TX
281;0x8669ab2be6c960cf:0x936bbe59da851ac2;Sunflower Beach Resort and Residences;27.793951;-97.0897293;TX
282;0x864e69f54affffff:0xd9298deb8b02236c;Villagio Resorts (now The Belle Manor);32.5194511;-97.2439804;TX
283;0x8634243013d09ce7:0x71ee1ddaabda0d1b;Butler Inn;33.11166;-94.1852264;TX
284;0x8640d95e1878a3df:0xe214a40dc68723ce;Scottish Inns & Suites;29.7840081;-95.6496154;TX
285;0x8635f76722a92343:0x89cf2480fed1e60;Days Inn by Wyndham Mt. Pleasant;33.1659363;-94.9991546;TX
286;0x865cf49c3fa5c7a3:0xd1792f1f2f101b2;Alamo Inn & Suites;29.4935146;-98.4004268;TX
287;0x865d6d83a68a9f49:0x3a37ce6666f5333e;74 Ranch Resort;28.6777442;-98.3737609;TX
288;0x8644b5a4109f1971:0x6826833b663b1131;The Guild Music District | Red River St;30.2696185;-97.7356057;TX
289;0x8641d93c57c95d8b:0xdaa807d96d79faa;The Cabins at Matagorda;28.7033731;-95.9642921;TX
290;0x8640b1435cd85ce5:0xa10029fd4ca01950;Palace Inn 59 & Greens Rd;29.9475338;-95.2939349;TX
291;0x866f966ca92341c9:0xe7f9fb8468802e6c;Winter Haven Resort;25.9608968;-97.4600895;TX
292;0x865b4cd5d4c6b6a1:0x9ab3ce591093ff87;Baymont Inn & Suites Austin South;30.2116612;-97.7526689;TX
293;0x86404292d30b1cab:0x112986b52c7f91d9;Fountain Grass RV Park and Cabins;29.093594;-95.4160471;TX
294;0x865b40d2578efdc3:0x17ca7e213104837f;Wanderin' Star Farms;30.24252;-98.0492844;TX
295;0x864097a3258bead7:0xbe5704e7509595ca;Travelodge Houston Southeast;29.6497561;-95.2505863;TX
296;0x863f5b32f9badfa5:0x60bb706a88ceb8cf;IdleAir;29.823481;-94.895945;TX
297;0x86fe73ced018c665:0x869614ca793d729e;Creative Homes Luxury;33.469927;-101.8958706;TX
298;0x865cf27338c2ece3:0x31e110ebe26b5880;Cazadores Restaurant & Motel;29.4601713;-98.3153126;TX
299;0x864c18e32a9badd5:0xbea40588bd46e7b6;Southfork Hotel;33.0220867;-96.7087725;TX
300;0x8646a83d6f82c713:0xdc081b663651a7ce;Palace Inn Brenham;30.1421391;-96.3987;TX
301;0x86687c66bcd57b19:0xaf48b01de7319104;Hotel Brendle, Robstown, TX;27.7879908;-97.6614446;TX
302;0x865b569187a83de5:0x52aab97f59a139c5;The Winfield Inn;29.9830426;-97.8898065;TX
303;0x86f207798e66c683:0x6c723f6d5a0a3fb3;AREA 118;29.416531;-103.50752;TX
304;0x86e4c3526edd2847:0xd30a39f0fe8f4e2a;Century Lodging;31.8223934;-103.9046173;TX
305;0x86461965d7e2e4f1:0x93e4027f82ddec36;American Inn & Suites;31.3523749;-96.151531;TX
306;0x86e74fdd715be22f:0xc6b9f818f6817b50;Building 20355;31.8535977;-106.3369797;TX
307;0x864271a84818ca6f:0xad6c415a3fbefd0b;Black Bayou RV and Cabins;28.6452551;-96.8928785;TX
308;0x865ec35dc6706b29:0xf44ad282d5f77d21;VacationFrioRiver.com;29.5193486;-99.7029394;TX
309;0x864c23bab43825e3:0xa739174b46170bd;Fairbridge Inn & Suites;33.0174164;-96.7979334;TX
310;0x86456b5c4470d829:0x5e0881eb1a60e356;Great Western Inn;31.0727691;-97.3591918;TX
311;0x866f823e0ec04e77:0x355552ffc089c85d;Pro Spa and Salon and Boutique;26.1899826;-97.6815613;TX
312;0x864e6bdee175bd6b:0x4931fcf2c00d59cd;Bodyshop Wellness - Weight Loss - Tanning - Skin Care;32.5667086;-97.354606;TX
313;0x865cf43f695addcd:0x19dbe109947fe666;Howard Johnson Inn & Suites San Antonio Near AT&T Center;29.4515755;-98.4220119;TX
314;0x863f0c1cfa1bedd9:0x9732e5a0a728a45f;A Site To Sea;29.4440128;-94.6482071;TX
315;0x86fc666db039c0d7:0xe166b33c583799a3;Raymond Motor Inn;32.7187361;-102.6482536;TX
316;0x864e7d8a15a041c1:0x629e4f93c51fe0a8;Econo Lodge Inn & Suites Six Flags;32.7612885;-97.0940296;TX
317;0x864f83d206a445cd:0xfd920f40e98bcb90;Green Door Lofts;31.5548238;-97.1338149;TX
318;0x87014efcfba21cf3:0xc9fc45d3d466f317;Civic Center Inn;35.2057718;-101.8344495;TX
319;0x86524039c12cf64f:0x1d47cdb9c9f2830c;Knights Inn Jacksboro;33.20385;-98.15225;TX
320;0x865cf628c32cb6f5:0x5a30d1bb99c21c26;Sueno Motel;29.388971;-98.4795;TX
321;0x86fb8e0c88db23c7:0xa88d2fef13de646e;Holiday Inn Express Andrews Lakeside Park;32.3078812;-102.5432167;TX
322;0x86490eef54a5dd4b:0xc7b97c3c7a57b895;Twin Lakes Golf Course;32.458702599999995;-95.8411003;TX
323;0x864708aefdac5d73:0xde4d61fb687d192a;Americas Best Value Inn;30.6933295;-95.5541548;TX
324;0x865c46b2b23e19cb:0x69a15bce9b725ed8;Briggs Ranch Golf Club;29.407543;-98.759908;TX
325;0x864e7cebbb917187:0xa7fc472e08c9de68;The Mansion on Park Row;32.7210778;-97.1538847;TX
326;0x866579d5ffceb687:0xa32c30aef61383ae;1015 RV Park;26.1459963;-97.9601377;TX
327;0x8646df240d4c450f:0xbdc3d58c1ab8ebf9;Bluejack National Club & Community;30.3058364;-95.7710443;TX
328;0x865affb682543de9:0x3bd3800835b9b87a;Longhorn Resort;30.6471185;-98.4460135;TX
329;0x864c23b6af2bc67d:0xe26bf99e53246599;Sunstone Inn;33.0115242;-96.7979834;TX
330;0x865147d24fb67d15:0xbf4b9e5ed25f81a0;Lake Cisco Rentals Cabins;32.4370802;-99.0042168;TX
331;0x86346a196b1ea255:0xca6be39b9e19c143;Renew Medical Spa;33.4554458;-94.0536176;TX
332;0x8667cbbdc005099b:0xc3188f966f89689c;Scottish Inns;27.742319;-98.0844982;TX
333;0x865dd991195bfcc5:0x985130fb2b48d4ca;Days Inn by Wyndham Pearsall;28.8906974;-99.1181068;TX
334;0x8649cbb81f9ca5e9:0xd9dd4502e201ae17;Rodeway Inn;32.309959;-95.3415267;TX
335;0x8644b4bd9582d449:0x4a79290f73a13b09;Tallows;30.2212503;-97.7644931;TX
336;0x86fbd9fe35804bcf:0xe4223d51ca245b5;Stanley RV Park Midland TX;32.0428427;-101.9847342;TX
337;0x8644d1699377f41d:0xe12ca6b2eb62fe82;Kalahari Resorts and Conventions;30.5193023;-97.6341476;TX
338;0x865d36953c81a4ad:0x4c5c0f9807412fd0;Super 8 by Wyndham Karnes City;28.882657;-97.8929086;TX
339;0x865b5fa5af3fc113:0x99967aa00b6905e5;The Wildflower Country Inn and Event Center;29.9430053;-98.1018268;TX
340;0x8634415fd65a39fb:0x367df86aa6f029b1;Top Carts 413;33.3981286;-94.0966817;TX
341;0x864680ea0770f89d:0x7a1672e7fe1e23b0;Hidden Creek RV Resort;30.7123583;-96.343775;TX
342;0x865321d6b0cd14e1:0xd86e9194eaf3d532;Hotel Wichita Falls;33.8623348;-98.5345851;TX
343;0x8640caf8758eb367:0x9166acecfa8fb06b;Paradise Inn;30.0011744;-95.4269066;TX
344;0x8640bf81bf49e44d:0x561dc2a9600e1615;ZaSpa;29.7243049;-95.3902757;TX
345;0x8665a8d8d068a9d1:0x8784a2c20d5b818;Hacienda Cerro Azul;26.2535209;-98.3511352;TX
346;0x86facd1995c9d7f9:0xfcb63539e0a9c45b;Econo Lodge;31.418372;-103.517089;TX
347;0x864e97f8c61389ff:0xe75e221c1de8fd2f;Linfield Motel;32.7152047;-96.7554907;TX
348;0x863f34ac74bebbe9:0x25579fa12015e17b;Langetree Retreat & Eco Center;30.0735015;-94.6517181;TX
349;0x865b5ddb4df883b9:0x5b0849099dc2efb0;Leeway Cottages;30.012741;-98.1057128;TX
350;0x864e94b2c63d6725:0x1533d2ce91e3b5ac;Luxe Touch;32.5239556;-96.8212412;TX
351;0x866f96a1a7c1e827:0x94fccb558723ac3e;La Posada Inn Brownsville;25.9453353;-97.5056991;TX
352;0x865cf7d9d8938953:0xde5982ddf82b33a9;Peradise Inn motel;29.3685888;-98.4807852;TX
353;0x86454c7e2e98064f:0xdce68fed8c7311e2;Amco Hotel and Suites/ Fort Hood;31.1183948;-97.7433471;TX
354;0x8644b4ff00ccc591:0xe5771f0ebc797fce;The Fairview;30.2500925;-97.744427;TX
355;0x864e87165b317f7b:0x6261214dae22984;America's Best Inn Arlington;32.7651354;-97.0644557;TX
356;0x8657e56296148d33:0x2cb6156d6c779187;Motel 6 San Angelo - South;31.4162987;-100.4404248;TX
357;0x864f8244e0e237c3:0x44076ba88b26c035;Executive Inn & Suites Waco;31.5541722;-97.1224046;TX
358;0x8644b48ac01f92f9:0x99ab01a97e649223;Howard Johnson Inn Austin I-35;30.2287335;-97.7430634;TX
359;0x86666b4a5dcbb949:0x4a9e59719766aa9b;Countryside RV Park of South Texas;27.2405094;-98.1367311;TX
360;0x86522dc8eb049e15:0x94f61331148f81e2;SKY CAMP;32.9401681;-98.4156782;TX
361;0x863647e2792ba8e3:0xf31d04d83127276b;Comfort Inn & Suites Longview South - I-20;32.4494753;-94.7144437;TX
362;0x864549a57364f48f:0xe054e32c45be8353;Ecoblu Spa & Salon;31.0527358;-97.654382;TX
363;0x8643fb7b11a9a149:0xa468c60394eee4ec;The Falls Texas - OPENING SOON;29.8464295;-96.5020059;TX
364;0x865907d1e28903c7:0x95a983b3c2a6493e;Above and Beyond River Resort;30.4837128;-99.7603964;TX
365;0x864ddb32cb587add:0x2f3bf0af4fe354d6;A Unique Boutique & Spa;33.0372014;-97.0785661;TX
366;0x86edf919925f30ed:0x3bc6b6a3e3c4e221;The Goat Pens at Cigar Springs Ranch;29.3383789;-103.5996504;TX
367;0x863f0e9fa8564ea5:0x95ff3b86800de225;Bolivar Peninsula Tourism and Visitors Center;29.4639289;-94.6241267;TX
368;0x865be32239cbb095:0x5c08e77948de8b11;Exquisitely You;30.0462551;-99.1388931;TX
369;0x864041f9d2f260f3:0x9b0e9d299d952e1c;La Quinta Inn;29.0109912;-95.4125272;TX
370;0x86680109a3d519ad:0x965c8a7c7dcab5b0;Motel 6 Beeville;28.406638;-97.728809;TX
371;0x8645cf94e0bba417:0x26a81e3204928899;Oak Tree Inn;30.8913718;-96.6015847;TX
372;0x865cf5554514d357:0x789b6e74e23d505d;Best Western Posada Ana Inn-Airport - CLOSED;29.5178627;-98.4829746;TX
373;0x86430146ceabaf9d:0xa4ed2cb5006a428d;OYO Hotel Yoakum West;29.2997072;-97.159109;TX
374;xloFoRiYlH4IKGz3FhTDpA;1-275 Rest Area Manatee County Mile 7;27.5843003458;-82.6139500829;CA
375;_d5OAxaxRPsivgYbBq7U1A;Hyatt Place Philadelphia/King of Prussia;40.0944575489;-75.3974799022;FL
376;wCrh_VwxVc65OGFzxHn5uA;Staybridge Suites - Franklin;35.9389286557;-86.8223989264;NV
377;5LONkt7iDMndF3qjN6ufpw;La Posada Lodge & Casitas, Ascend Hotel Collection;32.31409;-110.9769394;CA
378;s1PNBO9o5jIgNd5YWUDLXQ;The Independent Hotel;39.9477815;-75.162146;FL
379;tAF-oOjxT4X6DQVR9NHTtw;Best Western Plus Indianapolis NW Hotel;39.8834539263;-86.2668559844;FL
380;jTI5Xjk27An8ceJ6VwpXiQ;DoubleTree by Hilton Hotel Philadelphia Center City;39.9479028004;-75.1640327275;NV
381;q-ertx54pv90p5pl1SE3qA;Baymont by Wyndham Indianapolis South;39.666646;-86.093087;CA
382;tRpeP4jrqoR89dK2lXIClQ;Carpinteria Shores;34.3940407;-119.525464;NV
383;cq-ENh_NxmiGcQX5YBvHGQ;Hampton Inn & Suites Indianapolis/Brownsburg;39.8611294;-86.396781;CA
384;Ccm4cVlEL9cpiFN62Lkfig;Days Inn Downtown Edmonton;53.5400481;-113.5023568;CA
385;oEbpO3vmcrGDW2mtb_s8cQ;St. Louis Union Station Marriott;38.6295275995;-90.2084375636;NV
386;9xm4aIAT_xwRoTxc0_8AWQ;Townplace Suites Tucson Airport;32.1322131013;-110.9300802648;FL
387;bxDk3YLoMOTdmmf_4AN_4g;Pacific Crest Hotel Santa Barbara;34.4183468;-119.6713591;CA
388;ULxDMZiGwpnxWoRJrd45AQ;WoodSpring Suites New Orleans Airport;30.0079779867;-90.2364300191;FL
389;KeOI5PsM2m41ZsQRF8GkwA;Best Western Music City Inn;36.016615;-86.621402;FL
390;LqY3NrBE0trSnDj87KAn3A;Sandyland Reef Inn;34.4051958;-119.5327704;FL
391;-1ueCbvIpUPi8KT95ETTKw;Hyatt Place Reno-Tahoe Airport;39.5044214;-119.7795893;FL
392;1L295h7W__0Ofs3tIXjI-w;Holiday Inn Express & Suites Port Richey;28.3117006392;-82.7005095877;FL
393;bSEFFmnlHaoPY-FKRVmWxg;Hotel Isis;27.8245286;-82.8289499;FL
394;3NdRfVpi3-tfk9vdiJ_F7w;Renaissance New Orleans Arts Warehouse District Hotel;29.9459912615;-90.0669742712;FL
395;u2e79uogJS5OLdXvLA0WAw;Candlewood Suites Boise - Towne Square;43.6113655;-116.2733971;CA
396;bO_rlInw-JT0LXvZUobMHA;Coconut Inn;27.690493;-82.737228;FL
397;W12QKEOaVfaBkZ5R3OXf1g;Rodeway Inn Mount Laurel Hwy 73;39.9250335;-74.9532699;FL
398;P61ecBVVPgBm-zH_SYq8FA;St. Louis Union Station Hotel, Curio Collection by Hilton;38.6281661;-90.2075881;CA
399;HsBN0LiWQnbcltRIOWOslg;The Windsor Suites;39.9557404;-75.1683553;CA
400;T9sVEyP8iMGi27T_fo8TEg;SpringHill Suites by Marriott New Orleans Downtown/Canal Street;29.9582667;-90.0772682;FL
401;r3If7d4wAvYIbltQft11Zw;Holiday Inn New Orleans West Bank Tower;29.9243994;-90.0418054;FL
402;IZ4sAK-nBEOErmSdEFquhA;Quality Inn & Suites;40.125507;-74.964766;FL
403;12O9klMLB5u51EudyWOGJw;Hyatt House Nashville at Vanderbilt;36.1515866;-86.8025359;NV
404;IF8dc3xSgF_mLDq-bnhOlQ;Ramada;39.8662458;-75.3117135;FL
405;3Z7BPXSV6T7BmUy5t7xOnw;Courtyard by Marriott Wilmington Downtown;39.748055253;-75.5497390675;CA
406;CFlW9bfl4N63fZpQsZIkRQ;The Logan Philadelphia, Curio Collection by Hilton;39.9569323;-75.1702705;FL
407;s59oS9wwK4nOvmmkL6QP_Q;Comfort Suites Tampa Airport North;28.0261192;-82.5347978;CA
408;8jn7GRkBToO4ZJ9Mj0gWFw;Fairfield Inn & Suites by Marriott Edmonton North;53.6017562437;-113.4927713871;NV
409;NP5Ug4vJ5jdmlg9dJ9jBrA;Hampton Inn & Suites Wilmington Christiana;39.6900178838;-75.6566772812;FL
410;F93UML-LSUMub3j_gR5xbw;Comfort Suites Ne Indianapolis Fishers;39.9289861;-86.031803;NV
411;9k9JVlMb5AR2X2oclXf6vg;The Spa At Siena;39.5250093;-119.8106432;FL
412;80oF0k9Vx3gBhMOmRMsrCA;Radisson Inn Tucson Airport;32.1693185414;-110.918396875;FL
413;bzhuuxYMunfZEc7-mN8ZbQ;The Residences At Forest Park Hotel;38.6416619;-90.2624595;FL
414;qVY0UO7I0rmkjubSplnBcw;Bay Harbor Hotel;27.9667601;-82.5702493;CA
415;JHl3kLUhDK38A4M5ixsQjQ;Comfort Suites At Fairgrounds-Casino;27.988599;-82.358079;NV
416;8VVmwbwaWBw3tVax4fKyCQ;Hampton Inn & Suites Tucson East/Williams Center;32.2182787;-110.8574774;FL
417;2dh34Jx8UjpX1vn0bApYJQ;Econo Lodge;36.3870512;-86.4504567;CA
418;sjJ1RWbPghvYZP8ozo1ltg;Best Western Tucson Int'l Airport Hotel & Suites;32.1279742;-110.9335029;FL
419;kFdR21vPWa26COwiO7kOSQ;Franciscan Inn & Suites;34.4098365;-119.6947637;CA
420;-7pCvqW8TFs9nBEwlwqNcQ;InTown Suites;29.9973361;-90.1801805;FL
421;HbhVC8Ejp54uLj7JRowWnw;Howard Johnson by Wyndham Boise;43.5936922;-116.283465;CA
422;rPGPUuporwWC5YXfZMCazQ;Catalina Inn;32.491309;-110.92561;FL
423;KGBjEO-FilXoCK_Pk-jsvA;Penn's View Hotel;39.950201;-75.142285;NV
424;asOD84ExnJvTbxGvCvFogA;Hampton Inn & Suites Tampa Northwest/Oldsmar;28.0379187;-82.6573795528;FL
425;GJa3fxcO5pJBXpBeUta6dw;Comfort Inn Philadelphia Airport;39.867773;-75.307629;FL
426;m4oi4Knt2XzF2Q77C5yXAA;St Peter Guest House;29.959998;-90.067578;FL
427;FF3KNSYy77ar0wOM6bjjRA;Hotel Cabana Clearwater Beach;27.9888435;-82.8263194;FL
428;LsURm9QFJCb9kCiZgKtuIg;Lazy 8 Motel;32.1857382;-110.9647975;CA
429;EEw31jQl__r9WwZhmZH-Xg;Reno RV Park;39.5265754;-119.8021178;CA
430;YuO0W1E1C4AA5rdiYW8fYg;Best Western St. Louis Inn;38.462898;-90.370895;CA
431;jSDY59nIZ73b8-rFuEtgYw;Sheraton Wilmington South Hotel;39.6949477;-75.6168988;FL
432;OuXwt35S4Fx3ZpeDGACSdg;Super 8 by Wyndham Santa Barbara/Goleta;34.435352;-119.8310556;CA
433;azeyzvLyCMqzh4Mid-B1FQ;BNA Hotel Nashville;36.1461386904;-86.664226383;FL
434;aKQvY8cpAXBTLyYq8t3X6w;Hilton Garden Inn Exton/West Chester;40.0692077;-75.6762919;FL
435;vg9xWuuEobS6K0YPuQCP_g;Best Western Sea Wake Beach Resort;27.9659558;-82.8245938;FL
436;YfL0-qCTwPKaWyURgXoMpA;Wyndham Garden New Orleans East;30.0382738071;-89.9722793698;FL
437;eABvqCZLThzatTK9e4rtbA;Treasure Island Beach Club Resort;27.7751524;-82.7761302;FL
438;HJrhes6zyTP-UDhsC3_tfQ;Baymont by Wyndham O'Fallon St. Louis Area;38.5874822;-89.9443746;FL
439;SOq849VSjt1VB6fZinqPYg;Red Roof Inn Philadelphia - Oxford Valley;40.1906642441;-74.8670449338;FL
440;tnPaOSLr3cfpWcW7dSnDiQ;Hyatt Place Indianapolis/Keystone;39.919734;-86.1095292;NV
441;QgVbV1dZG1baYy5WA7-AXQ;Crowne Plaza St. Louis - Downtown;38.627027;-90.187379;FL
442;GejL24eDR2yFmVc9Ip4COg;Woodspring Suites - Nashville Southeast;36.0906985;-86.7022151;FL
443;zVgDhPqW_pDORHOXqqsdYA;Red Roof Inn Indianapolis South;39.7020138462;-86.0789761538;FL
444;aw6q2PnskYvzd8Td97Ql_A;Rodeway Inn Central Clearwater Beach;27.95586;-82.730908;CA
445;OXlI1vJqFk874elfVY8OAw;Holiday Inn & Suites Philadelphia W - Drexel Hill;39.9447815981;-75.313798;CA
446;Z6GPnJv7e6RQ0YbqkS3wGw;Days Inn & Suites;28.328295834;-82.6971543042;NV
447;tCSTmkohIv-sKUS94wrB3Q;Studio 6;32.1624404;-110.9202291;CA
448;qb42rPMAB9oj5eaOksnu9w;Best Western Plus Executive Residency Nashville;36.209303;-86.7769947;FL
449;1I-PZjiZ_hS9Ya4J-Uo8EA;Hampton Inn Dunedin;28.0512502;-82.7825301946;CA
450;TpUJ0j5mhyDn6ba5P1ZJ6Q;Travelodge Edmonton West;53.5420609;-113.6389108;NV
451;Zvtu-ywaJa0wAy7UW_6hVg;Camelot Beach Resort;27.985457;-82.8262984;CA
452;iOvSTM49ffb4umPtCxb7SQ;Econo Lodge Near Reno-Sparks Convention Center;39.5063144;-119.804139;CA
453;SZ1RbukmZdvHgQ9hfa-gsw;Super 8 by Wyndham Nashville Downtown;36.2083148;-86.7784369;FL
454;UyBgYIqi_dDcMGRDtY4Ylw;Best Western Plus Meridian;43.5954818;-116.3927154;FL
455;664yuiTKnvZdsMha7Bkk_A;Clarion Inn & Suites Northwest;39.8801765;-86.2648925;CA
456;FXyS4QE06D07KCBF3TnI2g;Hampton Inn St. Louis/Fairview Heights;38.6006447023;-89.9945122004;FL
457;JGueVoNa1JFywVdeHtcHug;La Galerie Hotel;29.952697;-90.0666885376;FL
458;ZMU2DLe1Njl59yDi97TH5w;Extended Stay America - Tampa - North Airport;27.997947;-82.546529;FL
459;snNbJG8JYbpe8H5xsHjn_Q;The Don Vicente de Ybor Historic Inn;27.9617460891;-82.4100503153;FL
460;vGWd9h3YlkHTLbOd29io2A;Holiday Inn Express & Suites St. Louis Nw-Hazelwood;38.780927;-90.355117;CA
461;kM0CewxK3Ize1SF92bfJYQ;Hilton Philadelphia at Penn's Landing;39.9452425;-75.1413550139;CA
462;Dnp_cgY-WkLSTZuJ2y3Bbw;Fairfield Inn & Suites New Orleans Metairie;30.0006191;-90.1600644;FL
463;-Eyt2U9zfgp0Kqgj-CjPDg;Miraval Arizona Resort & Spa;32.5076501935;-110.8848345973;NV
464;ejAIhhjTyATs2BSGPvdFWw;Super 8 by Wyndham Sparks/Reno Area;39.5236405;-119.7094371;FL
465;flIMkgQ6XkeWjRCaZCCCsg;Super 8 Airport - Nashville / Music City;36.145089;-86.664826;FL
466;9qxSdrAlbyen5ZrbQRoqkA;Hilton Garden Inn Indianapolis Airport;39.6791589694;-86.3193199039;FL
467;_5dIisc2ujN8R0IZqBfwWA;Residence Inn by Marriott Wilmington Downtown;39.7483346766;-75.5454535858;FL
468;nwEMbHDmOAv3Q_us8kVCYQ;Hotel Saint Vincent;29.9341452;-90.0728883;FL
469;qUSqYsxEK4jObwlhdPFFUg;The Arbors Seaside Cottages;27.880015;-82.850498;FL
470;uB19RdxqaYg8kjpo57ACJQ;Hampton Inn & Suites Tucson Marana;32.3772727116;-111.1004791693;FL
471;KRI5qmlVZGYRSfxjJbywuA;TownePlace Suites by Marriott Swedesboro Logan Township;39.759479;-75.3612367884;FL
472;UBOVFORu1Ah_OGxZ5GaCHw;Days Hotel New Orleans/Metairie LA;29.9962859848;-90.1590789925;FL
473;9n4d_HA4lHyC6R7kmnRBHg;Four Points by Sheraton Edmonton Gateway;53.4242276;-113.4878654;FL
474;xItvzTm5ThP7Df2FPK4iMA;Sea Jay Motel;27.773321;-82.771572;CA
475;z2suiNYy6cKyy_Oraaurlg;Holiday Inn Express Philadelphia Airport;39.8604817563;-75.3018542843;FL
476;lAzo55uirYQAHBF1ThySQQ;Miramar Hotel;34.419561;-119.628226;CA
477;pfEIDbjhCJqn3r_BOspTFw;Hampton Inn by Hilton Edmonton/South, Alberta, Canada;53.4235576807;-113.4886156806;NV
478;dKQVTydAiEYq8pIEGrCBhg;Comfort Inn Airport;39.674086;-86.36866;NV
479;ePKDK1DEP0W6chj1uzxf5w;Wayne Hotel;40.0444917;-75.3863232;FL
480;fXIsVDI9SEdJO9901CGfyw;Cabrillo Inn at the Beach;34.4172918;-119.6714417;CA
481;-kuxu0f4jJl_dIpGm9kc8A;Sonesta Select Nashville Airport Suites;36.1446417;-86.6638864;CA
482;4GdY6r_-5i2c5j8s0XAlFg;Wingate By Wyndham;39.926354;-74.956519;FL
483;-cDcEf0xXOuKEqFYyJ8mTg;Virginia City Inn;39.3015083;-119.6533347;FL
484;Cb5ara63vkJ3Ef8WL8qLmQ;Residence Inn by Marriott Boise Downtown/City Center;43.612334;-116.204429;CA
